National Instruments Acquisition
Time    Acc002_z    Volt001
0.372070 -0.880416 -0.027395
0.372559 -0.879667 0.086586
0.373047 -0.874496 0.198254
0.373535 -0.869700 0.308962
0.374023 -0.863967 0.418747
0.374512 -0.858159 0.527923
0.375000 -0.845119 0.636401
0.375488 -0.827658 0.744538
0.375977 -0.809035 0.851412
0.376465 -0.788165 0.956251
0.376953 -0.765158 1.060741
0.377441 -0.731247 1.161910
0.377930 -0.702545 1.258921
0.378418 -0.671820 1.356369
0.378906 -0.629741 1.452400
0.379395 -0.587137 1.544456
0.379883 -0.544047 1.632533
0.380371 -0.500769 1.716549
0.380859 -0.456779 1.795431
0.381348 -0.412676 1.869250
0.381836 -0.362991 1.936369
0.382324 -0.325558 1.994881
0.382813 -0.298205 2.049962
0.383301 -0.266131 2.100866
0.383789 -0.240014 2.146479
0.384277 -0.217382 2.187844
0.384766 -0.200221 2.223239
0.385254 -0.184034 2.254845
0.385742 -0.166085 2.280409
0.386230 -0.159978 2.299778
0.386719 -0.162563 2.317253
0.387207 -0.162076 2.332153
0.387695 -0.161739 2.343773
0.388184 -0.168446 2.352415
0.388672 -0.176427 2.357949
0.389160 -0.186844 2.359417
0.389648 -0.203106 2.357542
0.390137 -0.218544 2.354541
0.390625 -0.235667 2.350226
0.391113 -0.253953 2.345174
0.391602 -0.271414 2.338961
0.392090 -0.292172 2.330801
0.392578 -0.313568 2.321579
0.393066 -0.330092 2.311383
0.393555 -0.347553 2.299655
0.394043 -0.366775 2.285337
0.394531 -0.382513 2.268015
0.395020 -0.404021 2.248250
0.395508 -0.424105 2.228178
0.395996 -0.441266 2.208458
0.396484 -0.458090 2.187437
0.396973 -0.468282 2.163566
0.397461 -0.481734 2.137407
0.397949 -0.491663 2.110364
0.398438 -0.498520 2.081138
0.398926 -0.507401 2.049753
0.399414 -0.507513 2.015961
0.399902 -0.501031 1.978112
0.400391 -0.495073 1.937158
0.400879 -0.485556 1.894265
0.401367 -0.468919 1.848180
0.401855 -0.453519 1.798423
0.402344 -0.436507 1.745853
0.402832 -0.417997 1.690488
0.403320 -0.398700 1.633329
0.403809 -0.376630 1.574310
0.404297 -0.350401 1.513519
0.404785 -0.319376 1.451130
0.405273 -0.291648 1.386745
0.405762 -0.255864 1.321438
0.406250 -0.218993 1.254508
0.406738 -0.181523 1.186574
0.407227 -0.136372 1.118576
0.407715 -0.099089 1.050541
0.408203 -0.059670 0.983530
0.408691 -0.014444 0.916914
0.409180 0.033705 0.851057
0.409668 0.080468 0.786699
0.410156 0.126856 0.723637
0.410645 0.181525 0.662271
0.411133 0.234583 0.602994
0.411621 0.284455 0.545958
0.412109 0.333841 0.491400
0.412598 0.382327 0.439921
0.413086 0.428940 0.390982
0.413574 0.478888 0.344797
0.414063 0.527299 0.301060
0.414551 0.568741 0.259254
0.415039 0.611794 0.220582
0.415527 0.649115 0.183936
0.416016 0.690032 0.148986
0.416504 0.737956 0.116028
0.416992 0.778012 0.084101
0.417480 0.816007 0.053089
0.417969 0.853289 0.022149
0.418457 0.892820 -0.008587
0.418945 0.931565 -0.038870
0.419434 0.963077 -0.070326
0.419922 0.995938 -0.103083
0.420410 1.027001 -0.137775
0.420898 1.054167 -0.175893
0.421387 1.083094 -0.217441
